Longitude,Latitude,Order,YourName,Organization,SiteID,WaterbodyName,State,SiteLocation,SampleYear,SampleMonth,SampleDay,NameOfSamplers,WeatherConditions,SampleLocation,SampleMethod,Depth,SampleHour,SampleMinutes,Filtered,Frozen,Parameter,Value,Units,Rep,Fluorometer,AnalysisYear,AnalysisMonth,AnalysisDay,AnalysisHour,AnalysisMinutes,GPSType,Photos,Flag,Comments,ID,LocID
-71.217014,43.389308,12,Sonya Carlson,NHDES,HALALTHWB,2,NH,HALFMOON POND-HOLLYWOOD BEACH,2014,7,25,NA,"Clear, calm, cool",SS3,Integrated,1,NA,NA,FALSE,TRUE,Chlorophyll,NA,ug/l,NA,Beagle,2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2424,31
-71.236681,43.39525,10,Sonya Carlson,NHDES,HALALTPUB,2,NH,HALFMOON LAKE-PUBLIC BEACH,2014,7,25,NA,"Clear, calm, cool",SS2,Integrated,1,NA,NA,TRUE,TRUE,Chlorophyll,NA,ug/l,NA,Turner,2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,3286,29
-71.236681,43.39525,10,Sonya Carlson,NHDES,HALALTPUB,2,NH,HALFMOON LAKE-PUBLIC BEACH,2014,7,25,NA,"Clear, calm, cool",SS2,Integrated,1,NA,NA,FALSE,FALSE,Chlorophyll,7.379,RFU,NA,Turner,2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,1558,29
-71.236681,43.39525,10,Sonya Carlson,NHDES,HALALTPUB,2,NH,HALFMOON LAKE-PUBLIC BEACH,2014,7,25,NA,"Clear, calm, cool",SS2,Integrated,1,NA,NA,FALSE,TRUE,Phycocyanin,NA,RFU,NA,Turner,2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2566,29
-71.236681,43.39525,10,Sonya Carlson,NHDES,HALALTPUB,2,NH,HALFMOON LAKE-PUBLIC BEACH,2014,7,25,NA,"Clear, calm, cool",SS2,Integrated,1,NA,NA,TRUE,FALSE,Phycocyanin,0.018,ug/l,NA,Turner,2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,1990,29
-71.236681,43.39525,10,Sonya Carlson,NHDES,HALALTPUB,2,NH,HALFMOON LAKE-PUBLIC BEACH,2014,7,25,NA,"Clear, calm, cool",SS2,Integrated,1,NA,NA,TRUE,FALSE,Phycocyanin,0.1,ug/l,NA,Beagle,2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,1702,29
-71.236681,43.39525,10,Sonya Carlson,NHDES,HALALTPUB,2,NH,HALFMOON LAKE-PUBLIC BEACH,2014,7,25,NA,"Clear, calm, cool",SS2,Integrated,1,NA,NA,FALSE,TRUE,Phycocyanin,NA,ug/l,NA,Beagle,2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2278,29
-71.236681,43.39525,10,Sonya Carlson,NHDES,HALALTPUB,2,NH,HALFMOON LAKE-PUBLIC BEACH,2014,7,25,NA,"Clear, calm, cool",SS2,Integrated,1,NA,NA,TRUE,FALSE,Chlorophyll,-0.009,ug/l,NA,Turner,2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2134,29
-71.236681,43.39525,10,Sonya Carlson,NHDES,HALALTPUB,2,NH,HALFMOON LAKE-PUBLIC BEACH,2014,7,25,NA,"Clear, calm, cool",SS2,Integrated,1,NA,NA,FALSE,FALSE,Phycocyanin,0.218,RFU,NA,Turner,2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,1414,29
-71.236681,43.39525,10,Sonya Carlson,NHDES,HALALTPUB,2,NH,HALFMOON LAKE-PUBLIC BEACH,2014,7,25,NA,"Clear, calm, cool",SS2,Integrated,1,NA,NA,FALSE,FALSE,Phycocyanin,0.1,ug/l,NA,Beagle,2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,1126,29
-71.236681,43.39525,10,Sonya Carlson,NHDES,HALALTPUB,2,NH,HALFMOON LAKE-PUBLIC BEACH,2014,7,25,NA,"Clear, calm, cool",SS2,Integrated,1,NA,NA,TRUE,TRUE,Chlorophyll,NA,ug/l,NA,Beagle,2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2998,29
-71.236681,43.39525,10,Sonya Carlson,NHDES,HALALTPUB,2,NH,HALFMOON LAKE-PUBLIC BEACH,2014,7,25,NA,"Clear, calm, cool",SS2,Integrated,1,NA,NA,TRUE,FALSE,Chlorophyll,0.13,ug/l,NA,Beagle,2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,1846,29
-71.236681,43.39525,10,Sonya Carlson,NHDES,HALALTPUB,2,NH,HALFMOON LAKE-PUBLIC BEACH,2014,7,25,NA,"Clear, calm, cool",SS2,Integrated,1,NA,NA,TRUE,TRUE,Phycocyanin,NA,ug/l,NA,Turner,2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,3142,29
-71.236681,43.39525,10,Sonya Carlson,NHDES,HALALTPUB,2,NH,HALFMOON LAKE-PUBLIC BEACH,2014,7,25,NA,"Clear, calm, cool",SS2,Integrated,1,NA,NA,FALSE,TRUE,Chlorophyll,NA,ug/l,NA,Beagle,2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2422,29
-71.236681,43.39525,10,Sonya Carlson,NHDES,HALALTPUB,2,NH,HALFMOON LAKE-PUBLIC BEACH,2014,7,25,NA,"Clear, calm, cool",SS2,Integrated,1,NA,NA,FALSE,FALSE,Chlorophyll,0.23,ug/l,NA,Beagle,2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,1270,29
-71.236681,43.39525,10,Sonya Carlson,NHDES,HALALTPUB,2,NH,HALFMOON LAKE-PUBLIC BEACH,2014,7,25,NA,"Clear, calm, cool",SS2,Integrated,1,NA,NA,TRUE,TRUE,Phycocyanin,NA,ug/l,NA,Beagle,2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2854,29
-71.236681,43.39525,10,Sonya Carlson,NHDES,HALALTPUB,2,NH,HALFMOON LAKE-PUBLIC BEACH,2014,7,25,NA,"Clear, calm, cool",SS2,Integrated,1,NA,NA,FALSE,TRUE,Chlorophyll,NA,RFU,NA,Turner,2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2710,29
-71.216344,43.393325,11,Sonya Carlson,NHDES,HALALTR,2,NH,HALFMOON LAKE-RUSTIC SHORES,2014,7,25,NA,"Clear, calm, cool",SS1,Integrated,1,NA,NA,FALSE,TRUE,Phycocyanin,NA,ug/l,NA,Beagle,2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2279,30
-71.216344,43.393325,11,Sonya Carlson,NHDES,HALALTR,2,NH,HALFMOON LAKE-RUSTIC SHORES,2014,7,25,NA,"Clear, calm, cool",SS1,Integrated,1,NA,NA,TRUE,FALSE,Phycocyanin,0.027,ug/l,NA,Turner,2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,1991,30
-71.216344,43.393325,11,Sonya Carlson,NHDES,HALALTR,2,NH,HALFMOON LAKE-RUSTIC SHORES,2014,7,25,NA,"Clear, calm, cool",SS1,Integrated,1,NA,NA,FALSE,FALSE,Chlorophyll,0.23,ug/l,NA,Beagle,2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,1271,30
-71.216344,43.393325,11,Sonya Carlson,NHDES,HALALTR,2,NH,HALFMOON LAKE-RUSTIC SHORES,2014,7,25,NA,"Clear, calm, cool",SS1,Integrated,1,NA,NA,TRUE,FALSE,Chlorophyll,0.342,ug/l,NA,Turner,2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2135,30
-71.216344,43.393325,11,Sonya Carlson,NHDES,HALALTR,2,NH,HALFMOON LAKE-RUSTIC SHORES,2014,7,25,NA,"Clear, calm, cool",SS1,Integrated,1,NA,NA,TRUE,FALSE,Chlorophyll,0.13,ug/l,NA,Beagle,2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,1847,30
-71.216344,43.393325,11,Sonya Carlson,NHDES,HALALTR,2,NH,HALFMOON LAKE-RUSTIC SHORES,2014,7,25,NA,"Clear, calm, cool",SS1,Integrated,1,NA,NA,FALSE,TRUE,Chlorophyll,NA,RFU,NA,Turner,2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2711,30
-71.216344,43.393325,11,Sonya Carlson,NHDES,HALALTR,2,NH,HALFMOON LAKE-RUSTIC SHORES,2014,7,25,NA,"Clear, calm, cool",SS1,Integrated,1,NA,NA,FALSE,TRUE,Phycocyanin,NA,RFU,NA,Turner,2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2567,30
-71.216344,43.393325,11,Sonya Carlson,NHDES,HALALTR,2,NH,HALFMOON LAKE-RUSTIC SHORES,2014,7,25,NA,"Clear, calm, cool",SS1,Integrated,1,NA,NA,TRUE,TRUE,Phycocyanin,NA,ug/l,NA,Beagle,2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2855,30
-71.216344,43.393325,11,Sonya Carlson,NHDES,HALALTR,2,NH,HALFMOON LAKE-RUSTIC SHORES,2014,7,25,NA,"Clear, calm, cool",SS1,Integrated,1,NA,NA,TRUE,TRUE,Chlorophyll,NA,ug/l,NA,Turner,2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,3287,30
-71.216344,43.393325,11,Sonya Carlson,NHDES,HALALTR,2,NH,HALFMOON LAKE-RUSTIC SHORES,2014,7,25,NA,"Clear, calm, cool",SS1,Integrated,1,NA,NA,FALSE,TRUE,Chlorophyll,NA,ug/l,NA,Beagle,2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2423,30
-71.216344,43.393325,11,Sonya Carlson,NHDES,HALALTR,2,NH,HALFMOON LAKE-RUSTIC SHORES,2014,7,25,NA,"Clear, calm, cool",SS1,Integrated,1,NA,NA,FALSE,FALSE,Phycocyanin,0.1,ug/l,NA,Beagle,2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,1127,30
-71.216344,43.393325,11,Sonya Carlson,NHDES,HALALTR,2,NH,HALFMOON LAKE-RUSTIC SHORES,2014,7,25,NA,"Clear, calm, cool",SS1,Integrated,1,NA,NA,TRUE,TRUE,Chlorophyll,NA,ug/l,NA,Beagle,2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2999,30
-71.216344,43.393325,11,Sonya Carlson,NHDES,HALALTR,2,NH,HALFMOON LAKE-RUSTIC SHORES,2014,7,25,NA,"Clear, calm, cool",SS1,Integrated,1,NA,NA,TRUE,FALSE,Phycocyanin,0.1,ug/l,NA,Beagle,2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,1703,30
-71.216344,43.393325,11,Sonya Carlson,NHDES,HALALTR,2,NH,HALFMOON LAKE-RUSTIC SHORES,2014,7,25,NA,"Clear, calm, cool",SS1,Integrated,1,NA,NA,FALSE,FALSE,Phycocyanin,0.227,RFU,NA,Turner,2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,1415,30
-71.216344,43.393325,11,Sonya Carlson,NHDES,HALALTR,2,NH,HALFMOON LAKE-RUSTIC SHORES,2014,7,25,NA,"Clear, calm, cool",SS1,Integrated,1,NA,NA,TRUE,TRUE,Phycocyanin,NA,ug/l,NA,Turner,2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,3143,30
-71.216344,43.393325,11,Sonya Carlson,NHDES,HALALTR,2,NH,HALFMOON LAKE-RUSTIC SHORES,2014,7,25,NA,"Clear, calm, cool",SS1,Integrated,1,NA,NA,FALSE,FALSE,Chlorophyll,6.04,RFU,NA,Turner,2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,1559,30
-73.09961667,45.00823333,356,Angela Shambaugh,VTDEC,Highgate Cliffs,NA,VT,NA,2014,8,5,NA,NA,WL1,Integrated,surface,NA,NA,FALSE,TRUE,Phycocyanin,102.02,ug/l,1,Beagle,2014,8,7,NA,NA,NA,FALSE,FALSE,,356,14
-73.09961667,45.00823333,353,Angela Shambaugh,VTDEC,Highgate Cliffs,NA,VT,NA,2014,8,5,NA,NA,WL1,Integrated,surface,NA,NA,FALSE,TRUE,Chlorophyll,3.36,ug/l,1,Beagle,2014,8,7,NA,NA,NA,FALSE,FALSE,,353,14
-73.09961667,45.00823333,358,Angela Shambaugh,VTDEC,Highgate Cliffs,NA,VT,NA,2014,8,5,NA,NA,WL1,Integrated,surface,NA,NA,FALSE,TRUE,Phycocyanin,106.67,ug/l,3,Beagle,2014,8,7,NA,NA,NA,FALSE,FALSE,,358,14
-73.09961667,45.00823333,352,Angela Shambaugh,VTDEC,Highgate Cliffs,NA,VT,NA,2014,8,5,NA,NA,WL1,Grab,surface,NA,NA,FALSE,FALSE,Phycocyanin,25.67,ug/l,3,Beagle,2014,8,5,NA,NA,NA,FALSE,FALSE,,352,14
-73.09961667,45.00823333,351,Angela Shambaugh,VTDEC,Highgate Cliffs,NA,VT,NA,2014,8,5,NA,NA,WL1,Grab,surface,NA,NA,FALSE,FALSE,Phycocyanin,19.1,ug/l,2,Beagle,2014,8,5,NA,NA,NA,FALSE,FALSE,,351,14
-73.09961667,45.00823333,357,Angela Shambaugh,VTDEC,Highgate Cliffs,NA,VT,NA,2014,8,5,NA,NA,WL1,Integrated,surface,NA,NA,FALSE,TRUE,Phycocyanin,105.56,ug/l,2,Beagle,2014,8,7,NA,NA,NA,FALSE,FALSE,,357,14
-73.09961667,45.00823333,355,Angela Shambaugh,VTDEC,Highgate Cliffs,NA,VT,NA,2014,8,5,NA,NA,WL1,Integrated,surface,NA,NA,FALSE,TRUE,Chlorophyll,3.65,ug/l,3,Beagle,2014,8,7,NA,NA,NA,FALSE,FALSE,,355,14
-73.09961667,45.00823333,350,Angela Shambaugh,VTDEC,Highgate Cliffs,NA,VT,NA,2014,8,5,NA,NA,WL1,Grab,surface,NA,NA,FALSE,FALSE,Phycocyanin,28.2,ug/l,1,Beagle,2014,8,5,NA,NA,NA,FALSE,FALSE,,350,14
-73.09961667,45.00823333,354,Angela Shambaugh,VTDEC,Highgate Cliffs,NA,VT,NA,2014,8,5,NA,NA,WL1,Integrated,surface,NA,NA,FALSE,TRUE,Chlorophyll,3.9,ug/l,2,Beagle,2014,8,7,NA,NA,NA,FALSE,FALSE,,354,14
-73.09961667,45.00823333,349,Angela Shambaugh,VTDEC,Highgate Cliffs,NA,VT,NA,2014,8,5,NA,NA,WL1,Grab,surface,NA,NA,FALSE,FALSE,Chlorophyll,3.07,ug/l,3,Beagle,2014,8,5,NA,NA,NA,FALSE,FALSE,,349,14
-73.09961667,45.00823333,348,Angela Shambaugh,VTDEC,Highgate Cliffs,NA,VT,NA,2014,8,5,NA,NA,WL1,Grab,surface,NA,NA,FALSE,FALSE,Chlorophyll,3.02,ug/l,2,Beagle,2014,8,5,NA,NA,NA,FALSE,FALSE,,348,14
-73.09961667,45.00823333,347,Angela Shambaugh,VTDEC,Highgate Cliffs,NA,VT,NA,2014,8,5,NA,NA,WL1,Grab,surface,NA,NA,FALSE,FALSE,Chlorophyll,2.8,ug/l,1,Beagle,2014,8,5,NA,NA,NA,FALSE,FALSE,,347,14
-73.11338333,44.99176667,692,Angela Shambaugh,VTDEC,Highgate Springs,NA,VT,NA,2014,8,20,NA,NA,WL1,Grab,surface,NA,NA,FALSE,TRUE,Chlorophyll,84,RFU,1,Beagle,2014,10,9,NA,NA,NA,FALSE,TRUE,Uncertain Calibration Status; ,692,17
-73.11338333,44.99176667,436,Angela Shambaugh,VTDEC,Highgate Springs,NA,VT,NA,2014,8,20,NA,NA,WL1,Integrated,surface,NA,NA,FALSE,FALSE,Phycocyanin,276.05,ug/l,1,Beagle,2014,8,20,NA,NA,NA,FALSE,FALSE,,436,17
-73.11338333,44.99176667,686,Angela Shambaugh,VTDEC,Highgate Springs,NA,VT,NA,2014,8,20,NA,NA,WL1,Grab,surface,NA,NA,FALSE,TRUE,Phycocyanin,81,RFU,1,Beagle,2014,10,9,NA,NA,NA,FALSE,TRUE,Uncertain Calibration Status; ,686,17
-73.11338333,44.99176667,559,Angela Shambaugh,VTDEC,Highgate Springs,NA,VT,NA,2014,8,20,NA,NA,WL1,Grab,surface,NA,NA,FALSE,TRUE,Phycocyanin,18366.19,ug/l,1,Beagle,2014,8,29,NA,NA,NA,FALSE,TRUE,Uncertain Calibration Status; ,559,17
-73.11338333,44.99176667,691,Angela Shambaugh,VTDEC,Highgate Springs,NA,VT,NA,2014,8,20,NA,NA,WL1,Grab,surface,NA,NA,FALSE,TRUE,Chlorophyll,757,RFU,1,Beagle,2014,10,9,NA,NA,NA,FALSE,TRUE,Uncertain Calibration Status; ,691,17
-73.11338333,44.99176667,433,Angela Shambaugh,VTDEC,Highgate Springs,NA,VT,NA,2014,8,20,NA,NA,WL1,Integrated,surface,NA,NA,FALSE,FALSE,Chlorophyll,6.9,ug/l,1,Beagle,2014,8,20,NA,NA,NA,FALSE,FALSE,,433,17
-73.11338333,44.99176667,437,Angela Shambaugh,VTDEC,Highgate Springs,NA,VT,NA,2014,8,20,NA,NA,WL1,Integrated,surface,NA,NA,FALSE,FALSE,Phycocyanin,135.41,ug/l,2,Beagle,2014,8,20,NA,NA,NA,FALSE,FALSE,,437,17
-73.11338333,44.99176667,560,Angela Shambaugh,VTDEC,Highgate Springs,NA,VT,NA,2014,8,20,NA,NA,WL1,Grab,surface,NA,NA,FALSE,TRUE,Phycocyanin,31042.25,ug/l,2,Beagle,2014,8,29,NA,NA,NA,FALSE,TRUE,Uncertain Calibration Status; ,560,17
-73.11338333,44.99176667,685,Angela Shambaugh,VTDEC,Highgate Springs,NA,VT,NA,2014,8,20,NA,NA,WL1,Grab,surface,NA,NA,FALSE,TRUE,Phycocyanin,836,RFU,1,Beagle,2014,10,9,NA,NA,NA,FALSE,TRUE,Uncertain Calibration Status; ,685,17
-73.11338333,44.99176667,561,Angela Shambaugh,VTDEC,Highgate Springs,NA,VT,NA,2014,8,20,NA,NA,WL1,Grab,surface,NA,NA,FALSE,TRUE,Phycocyanin,21408.45,ug/l,3,Beagle,2014,8,29,NA,NA,NA,FALSE,TRUE,Uncertain Calibration Status; ,561,17
-73.11338333,44.99176667,688,Angela Shambaugh,VTDEC,Highgate Springs,NA,VT,NA,2014,8,20,NA,NA,WL1,Grab,surface,NA,NA,FALSE,TRUE,Phycocyanin,82,RFU,2,Beagle,2014,10,9,NA,NA,NA,FALSE,TRUE,Uncertain Calibration Status; ,688,17
-73.11338333,44.99176667,435,Angela Shambaugh,VTDEC,Highgate Springs,NA,VT,NA,2014,8,20,NA,NA,WL1,Integrated,surface,NA,NA,FALSE,FALSE,Chlorophyll,3.04,ug/l,3,Beagle,2014,8,20,NA,NA,NA,FALSE,FALSE,,435,17
-73.11338333,44.99176667,438,Angela Shambaugh,VTDEC,Highgate Springs,NA,VT,NA,2014,8,20,NA,NA,WL1,Integrated,surface,NA,NA,FALSE,FALSE,Phycocyanin,64.1,ug/l,3,Beagle,2014,8,20,NA,NA,NA,FALSE,FALSE,,438,17
-73.11338333,44.99176667,434,Angela Shambaugh,VTDEC,Highgate Springs,NA,VT,NA,2014,8,20,NA,NA,WL1,Integrated,surface,NA,NA,FALSE,FALSE,Chlorophyll,3.83,ug/l,2,Beagle,2014,8,20,NA,NA,NA,FALSE,FALSE,,434,17
-73.11338333,44.99176667,687,Angela Shambaugh,VTDEC,Highgate Springs,NA,VT,NA,2014,8,20,NA,NA,WL1,Grab,surface,NA,NA,FALSE,TRUE,Phycocyanin,811,RFU,2,Beagle,2014,10,9,NA,NA,NA,FALSE,TRUE,Uncertain Calibration Status; ,687,17
-73.11338333,44.99176667,689,Angela Shambaugh,VTDEC,Highgate Springs,NA,VT,NA,2014,8,20,NA,NA,WL1,Grab,surface,NA,NA,FALSE,TRUE,Phycocyanin,741,RFU,3,Beagle,2014,10,9,NA,NA,NA,FALSE,TRUE,Uncertain Calibration Status; ,689,17
-73.11338333,44.99176667,562,Angela Shambaugh,VTDEC,Highgate Springs,NA,VT,NA,2014,8,20,NA,NA,WL1,Grab,surface,NA,NA,FALSE,TRUE,Chlorophyll,17.31,ug/l,1,Beagle,2014,8,29,NA,NA,NA,FALSE,TRUE,Uncertain Calibration Status; ,562,17
-73.11338333,44.99176667,690,Angela Shambaugh,VTDEC,Highgate Springs,NA,VT,NA,2014,8,20,NA,NA,WL1,Grab,surface,NA,NA,FALSE,TRUE,Phycocyanin,73,RFU,3,Beagle,2014,10,9,NA,NA,NA,FALSE,TRUE,Uncertain Calibration Status; ,690,17
-73.11338333,44.99176667,563,Angela Shambaugh,VTDEC,Highgate Springs,NA,VT,NA,2014,8,20,NA,NA,WL1,Grab,surface,NA,NA,FALSE,TRUE,Chlorophyll,32.97,ug/l,2,Beagle,2014,8,29,NA,NA,NA,FALSE,TRUE,Uncertain Calibration Status; ,563,17
-73.11338333,44.99176667,564,Angela Shambaugh,VTDEC,Highgate Springs,NA,VT,NA,2014,8,20,NA,NA,WL1,Grab,surface,NA,NA,FALSE,TRUE,Chlorophyll,19.77,ug/l,3,Beagle,2014,8,29,NA,NA,NA,FALSE,TRUE,Uncertain Calibration Status; ,564,17
-71.5595,43.504194,132,Sonya Carlson,NHDES,HUNSAND,36,NH,HUNKINS POND-DEEP SPOT,2014,9,12,NA,"Clear, windy, cool",WL1,Integrated,3,NA,NA,FALSE,TRUE,Phycocyanin,NA,RFU,NA,Turner,2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2688,137
-71.5595,43.504194,132,Sonya Carlson,NHDES,HUNSAND,36,NH,HUNKINS POND-DEEP SPOT,2014,9,12,NA,"Clear, windy, cool",WL1,Integrated,3,NA,NA,FALSE,FALSE,Phycocyanin,31,ug/l,NA,Beagle,2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,1248,137
-71.5595,43.504194,132,Sonya Carlson,NHDES,HUNSAND,36,NH,HUNKINS POND-DEEP SPOT,2014,9,12,NA,"Clear, windy, cool",WL1,Integrated,3,NA,NA,TRUE,FALSE,Phycocyanin,44.5,ug/l,NA,Beagle,2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,1824,137
-71.5595,43.504194,132,Sonya Carlson,NHDES,HUNSAND,36,NH,HUNKINS POND-DEEP SPOT,2014,9,12,NA,"Clear, windy, cool",WL1,Integrated,3,NA,NA,TRUE,TRUE,Chlorophyll,NA,ug/l,NA,Beagle,2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,3120,137
-71.5595,43.504194,132,Sonya Carlson,NHDES,HUNSAND,36,NH,HUNKINS POND-DEEP SPOT,2014,9,12,NA,"Clear, windy, cool",WL1,Integrated,3,NA,NA,FALSE,TRUE,Chlorophyll,NA,ug/l,NA,Beagle,2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2544,137
-71.5595,43.504194,132,Sonya Carlson,NHDES,HUNSAND,36,NH,HUNKINS POND-DEEP SPOT,2014,9,12,NA,"Clear, windy, cool",WL1,Integrated,3,NA,NA,TRUE,FALSE,Phycocyanin,5.072,ug/l,NA,Turner,2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2112,137
-71.5595,43.504194,132,Sonya Carlson,NHDES,HUNSAND,36,NH,HUNKINS POND-DEEP SPOT,2014,9,12,NA,"Clear, windy, cool",WL1,Integrated,3,NA,NA,FALSE,TRUE,Chlorophyll,NA,RFU,NA,Turner,2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2832,137
-71.5595,43.504194,132,Sonya Carlson,NHDES,HUNSAND,36,NH,HUNKINS POND-DEEP SPOT,2014,9,12,NA,"Clear, windy, cool",WL1,Integrated,3,NA,NA,TRUE,FALSE,Chlorophyll,14.74,ug/l,NA,Turner,2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2256,137
-71.5595,43.504194,132,Sonya Carlson,NHDES,HUNSAND,36,NH,HUNKINS POND-DEEP SPOT,2014,9,12,NA,"Clear, windy, cool",WL1,Integrated,3,NA,NA,TRUE,FALSE,Chlorophyll,1.16,ug/l,NA,Beagle,2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,1968,137
-71.5595,43.504194,132,Sonya Carlson,NHDES,HUNSAND,36,NH,HUNKINS POND-DEEP SPOT,2014,9,12,NA,"Clear, windy, cool",WL1,Integrated,3,NA,NA,TRUE,TRUE,Phycocyanin,NA,ug/l,NA,Turner,2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,3264,137
-71.5595,43.504194,132,Sonya Carlson,NHDES,HUNSAND,36,NH,HUNKINS POND-DEEP SPOT,2014,9,12,NA,"Clear, windy, cool",WL1,Integrated,3,NA,NA,FALSE,TRUE,Phycocyanin,NA,ug/l,NA,Beagle,2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2400,137
-71.5595,43.504194,132,Sonya Carlson,NHDES,HUNSAND,36,NH,HUNKINS POND-DEEP SPOT,2014,9,12,NA,"Clear, windy, cool",WL1,Integrated,3,NA,NA,FALSE,FALSE,Chlorophyll,1.13,ug/l,NA,Beagle,2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,1392,137
-71.5595,43.504194,132,Sonya Carlson,NHDES,HUNSAND,36,NH,HUNKINS POND-DEEP SPOT,2014,9,12,NA,"Clear, windy, cool",WL1,Integrated,3,NA,NA,TRUE,TRUE,Phycocyanin,NA,ug/l,NA,Beagle,2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2976,137
-71.5595,43.504194,132,Sonya Carlson,NHDES,HUNSAND,36,NH,HUNKINS POND-DEEP SPOT,2014,9,12,NA,"Clear, windy, cool",WL1,Integrated,3,NA,NA,FALSE,FALSE,Phycocyanin,4.13,RFU,NA,Turner,2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,1536,137
-71.5595,43.504194,132,Sonya Carlson,NHDES,HUNSAND,36,NH,HUNKINS POND-DEEP SPOT,2014,9,12,NA,"Clear, windy, cool",WL1,Integrated,3,NA,NA,FALSE,FALSE,Chlorophyll,16.93,RFU,NA,Turner,2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,1680,137
-71.5595,43.504194,132,Sonya Carlson,NHDES,HUNSAND,36,NH,HUNKINS POND-DEEP SPOT,2014,9,12,NA,"Clear, windy, cool",WL1,Integrated,3,NA,NA,TRUE,TRUE,Chlorophyll,NA,ug/l,NA,Turner,2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,3408,137
-71.561542,43.504181,133,Sonya Carlson,NHDES,HUNSANN,36,NH,HUNKINS POND-NORTH END,2014,9,12,NA,"Clear, windy, cool",SS1,Integrated,1,NA,NA,TRUE,FALSE,Phycocyanin,7,ug/l,NA,Beagle,2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,1825,138
-71.561542,43.504181,133,Sonya Carlson,NHDES,HUNSANN,36,NH,HUNKINS POND-NORTH END,2014,9,12,NA,"Clear, windy, cool",SS1,Integrated,1,NA,NA,TRUE,TRUE,Chlorophyll,NA,ug/l,NA,Beagle,2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,3121,138
-71.561542,43.504181,133,Sonya Carlson,NHDES,HUNSANN,36,NH,HUNKINS POND-NORTH END,2014,9,12,NA,"Clear, windy, cool",SS1,Integrated,1,NA,NA,TRUE,FALSE,Chlorophyll,1.801,ug/l,NA,Turner,2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2257,138
-71.561542,43.504181,133,Sonya Carlson,NHDES,HUNSANN,36,NH,HUNKINS POND-NORTH END,2014,9,12,NA,"Clear, windy, cool",SS1,Integrated,1,NA,NA,TRUE,FALSE,Chlorophyll,0.37,ug/l,NA,Beagle,2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,1969,138
-71.561542,43.504181,133,Sonya Carlson,NHDES,HUNSANN,36,NH,HUNKINS POND-NORTH END,2014,9,12,NA,"Clear, windy, cool",SS1,Integrated,1,NA,NA,TRUE,FALSE,Phycocyanin,0.296,ug/l,NA,Turner,2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2113,138
